model_id,model_params_est,dtype,quantization_mode,batch_size,context_len,prompt_id,run_id,input_tokens,output_tokens,elapsed_s,tokens_per_s,avg_watts,joules_total,joules_per_token,gpu_name,driver_version,torch_version,transformers_version,error
EleutherAI/pythia-70m,70426624,float16,none,2,2048,"1,2",28,158,256,0.6984,366.54,79.17,48.8335,0.190756,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-70m,70426624,float16,none,2,2048,"1,2",29,158,256,0.6945,368.59,79.28,48.8252,0.190723,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-70m,70426624,float16,none,2,2048,"1,2",30,158,256,0.6966,367.5,84.74,50.4225,0.196963,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-70m,70426624,float16,none,4,2048,"1,2,3,4",31,303,512,0.696,735.61,88.06,53.9251,0.105322,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-70m,70426624,float16,none,4,2048,"1,2,3,4",32,303,512,0.7002,731.22,88.06,54.1762,0.105813,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-70m,70426624,float16,none,4,2048,"1,2,3,4",33,303,512,0.7023,729.04,87.82,53.9344,0.105341,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-70m,70426624,float16,none,4,2048,"1,2,3,4",34,303,512,0.6988,732.69,87.79,54.0509,0.105568,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-70m,70426624,float16,none,4,2048,"1,2,3,4",35,303,512,0.6954,736.31,88.09,53.9095,0.105292,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-70m,70426624,float16,none,8,2048,"1,2,3,4,5,6,7,8",36,593,1024,0.698,1466.97,107.41,65.7972,0.064255,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-70m,70426624,float16,none,8,2048,"1,2,3,4,5,6,7,8",37,593,1024,0.7028,1457.11,123.51,77.5892,0.075771,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-70m,70426624,float16,none,8,2048,"1,2,3,4,5,6,7,8",38,593,1024,0.7044,1453.77,122.73,77.0709,0.075265,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-70m,70426624,float16,none,8,2048,"1,2,3,4,5,6,7,8",39,593,1024,0.6997,1463.41,106.6,65.2853,0.063755,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-70m,70426624,float16,none,8,2048,"1,2,3,4,5,6,7,8",40,593,1024,0.6973,1468.61,122.4,77.017,0.075212,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,1,256,1,41,77,128,2.1938,58.35,77.47,166.5214,1.300949,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,1,256,1,42,77,128,2.1844,58.6,77.04,165.6072,1.293807,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,1,256,1,43,77,128,2.1877,58.51,76.74,164.9771,1.288884,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,1,256,1,44,77,128,2.1862,58.55,76.64,164.8005,1.287504,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,1,256,1,45,77,128,2.1934,58.36,76.4,164.4563,1.284815,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,2,256,"1,2",46,158,256,2.2069,116.0,76.77,164.8959,0.644125,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,2,256,"1,2",47,158,256,2.2077,115.96,76.63,164.6207,0.64305,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,2,256,"1,2",48,158,256,2.2141,115.62,76.49,164.4916,0.642545,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,2,256,"1,2",49,158,256,2.218,115.42,76.45,164.1928,0.641378,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,2,256,"1,2",50,158,256,2.2258,115.01,76.82,162.5065,0.634791,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,4,256,"1,2,3,4",51,303,512,2.205,232.2,79.37,170.5397,0.333085,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,4,256,"1,2,3,4",52,303,512,2.2055,232.15,79.52,170.787,0.333568,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,4,256,"1,2,3,4",53,303,512,2.2156,231.09,79.54,170.9193,0.333827,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,4,256,"1,2,3,4",54,303,512,2.2032,232.38,79.62,171.07,0.334121,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,4,256,"1,2,3,4",55,303,512,2.219,230.74,79.67,171.0437,0.33407,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,8,256,"1,2,3,4,5,6,7,8",56,593,1024,2.2617,452.76,84.99,182.5237,0.178246,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,8,256,"1,2,3,4,5,6,7,8",57,593,1024,2.2617,452.76,89.25,187.8808,0.183477,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,8,256,"1,2,3,4,5,6,7,8",58,593,1024,2.2758,449.95,85.5,190.7232,0.186253,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,8,256,"1,2,3,4,5,6,7,8",59,593,1024,2.2705,451.0,85.45,192.4354,0.187925,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,8,256,"1,2,3,4,5,6,7,8",60,593,1024,2.2798,449.17,86.23,194.6736,0.190111,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,1,2048,1,61,77,128,2.1983,58.23,89.46,187.2928,1.463225,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,1,2048,1,62,77,128,2.213,57.84,89.15,192.2988,1.502334,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,1,2048,1,63,77,128,2.2074,57.99,90.29,188.0693,1.469291,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,1,2048,1,64,77,128,2.2101,57.92,84.31,181.2146,1.415739,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,1,2048,1,65,77,128,2.2035,58.09,90.37,194.7592,1.521556,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,2,2048,"1,2",66,158,256,2.2414,114.22,94.44,202.9046,0.792596,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,2,2048,"1,2",67,158,256,2.2431,114.13,99.24,213.7125,0.834814,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,2,2048,"1,2",68,158,256,2.2418,114.19,99.1,207.937,0.812254,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,2,2048,"1,2",69,158,256,2.2335,114.62,94.38,202.8618,0.792429,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,2,2048,"1,2",70,158,256,2.2303,114.79,95.27,204.5274,0.798935,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,4,2048,"1,2,3,4",71,303,512,2.2839,224.18,121.44,273.3789,0.533943,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,4,2048,"1,2,3,4",72,303,512,2.2682,225.73,120.3,256.1824,0.500356,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,4,2048,"1,2,3,4",73,303,512,2.2783,224.73,123.59,278.8003,0.544532,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,4,2048,"1,2,3,4",74,303,512,2.2891,223.67,120.53,272.1095,0.531464,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,4,2048,"1,2,3,4",75,303,512,2.2756,225.0,118.36,269.3211,0.526018,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,8,2048,"1,2,3,4,5,6,7,8",76,593,1024,2.3801,430.24,170.91,402.7712,0.393331,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,8,2048,"1,2,3,4,5,6,7,8",77,593,1024,2.3687,432.31,165.6,372.6003,0.363867,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,8,2048,"1,2,3,4,5,6,7,8",78,593,1024,2.3851,429.32,168.87,397.4666,0.388151,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,8,2048,"1,2,3,4,5,6,7,8",79,593,1024,2.3851,429.34,171.13,403.3474,0.393894,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-410m,405334016,float16,none,8,2048,"1,2,3,4,5,6,7,8",80,593,1024,2.3742,431.3,165.36,372.2898,0.363564,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,1,256,1,81,77,128,1.541,83.06,95.56,136.8362,1.069032,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,1,256,1,82,77,128,1.5358,83.34,93.86,134.349,1.049602,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,1,256,1,83,77,128,1.5498,82.59,94.78,135.8195,1.06109,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,1,256,1,84,77,128,1.5741,81.32,94.44,137.0523,1.070721,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,1,256,1,85,77,128,1.5438,82.91,94.78,135.8175,1.061074,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,2,256,"1,2",86,158,256,1.5418,166.04,95.7,136.8218,0.53446,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,2,256,"1,2",87,158,256,1.5537,164.77,96.97,148.8907,0.581604,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,2,256,"1,2",88,158,256,1.5477,165.41,95.1,136.1631,0.531887,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,2,256,"1,2",89,158,256,1.5522,164.93,94.41,144.7097,0.565272,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,2,256,"1,2",90,158,256,1.54,166.24,95.68,137.0051,0.535176,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,4,256,"1,2,3,4",91,303,512,1.552,329.9,101.53,155.669,0.304041,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,4,256,"1,2,3,4",92,303,512,1.5597,328.28,100.58,154.2058,0.301183,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,4,256,"1,2,3,4",93,303,512,1.5629,327.6,103.69,156.8505,0.306349,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,4,256,"1,2,3,4",94,303,512,1.5549,329.29,99.79,142.781,0.278869,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,4,256,"1,2,3,4",95,303,512,1.5607,328.05,101.41,154.9575,0.302651,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,8,256,"1,2,3,4,5,6,7,8",96,593,1024,1.5925,643.03,113.38,173.4946,0.169428,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,8,256,"1,2,3,4,5,6,7,8",97,593,1024,1.5813,647.55,121.13,179.9075,0.175691,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,8,256,"1,2,3,4,5,6,7,8",98,593,1024,1.5917,643.34,114.36,175.5663,0.171452,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,8,256,"1,2,3,4,5,6,7,8",99,593,1024,1.5932,642.74,112.45,172.3392,0.1683,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,8,256,"1,2,3,4,5,6,7,8",100,593,1024,1.6053,637.89,111.75,171.3465,0.167331,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,1,2048,1,101,77,128,1.5672,81.67,110.92,170.3064,1.330519,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,1,2048,1,102,77,128,1.5682,81.62,111.02,170.221,1.329851,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,1,2048,1,103,77,128,1.5568,82.22,111.26,170.9082,1.33522,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,1,2048,1,104,77,128,1.5628,81.91,113.99,172.62,1.348594,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,1,2048,1,105,77,128,1.5774,81.15,110.77,170.2927,1.330411,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,2,2048,"1,2",106,158,256,1.589,161.11,129.06,198.0273,0.773544,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,2,2048,"1,2",107,158,256,1.6108,158.93,125.4,197.16,0.770156,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,2,2048,"1,2",108,158,256,1.5869,161.32,126.43,195.452,0.763484,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,2,2048,"1,2",109,158,256,1.6041,159.59,137.11,211.5881,0.826516,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,2,2048,"1,2",110,158,256,1.5943,160.57,137.44,211.9343,0.827868,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,4,2048,"1,2,3,4",111,303,512,1.6557,309.23,175.69,272.0442,0.531336,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,4,2048,"1,2,3,4",112,303,512,1.648,310.68,172.95,266.2417,0.520003,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,4,2048,"1,2,3,4",113,303,512,1.6596,308.51,177.29,274.8049,0.536728,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,4,2048,"1,2,3,4",114,303,512,1.6551,309.35,172.54,266.3297,0.520175,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,4,2048,"1,2,3,4",115,303,512,1.6548,309.4,181.3,277.0212,0.541057,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,8,2048,"1,2,3,4,5,6,7,8",116,593,1024,2.1793,469.87,216.02,465.4061,0.454498,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,8,2048,"1,2,3,4,5,6,7,8",117,593,1024,2.1772,470.34,216.24,465.732,0.454816,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,8,2048,"1,2,3,4,5,6,7,8",118,593,1024,2.2069,464.0,215.72,469.9133,0.4589,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,8,2048,"1,2,3,4,5,6,7,8",119,593,1024,2.1851,468.63,215.6,465.8713,0.454952,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1b,1011781632,float16,none,8,2048,"1,2,3,4,5,6,7,8",120,593,1024,2.1829,469.1,215.48,465.509,0.454599,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,1,256,1,121,77,128,2.2102,57.91,97.98,210.5606,1.645004,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,1,256,1,122,77,128,2.2269,57.48,97.45,209.4098,1.636014,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,1,256,1,123,77,128,2.2289,57.43,97.69,210.0433,1.640963,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,1,256,1,124,77,128,2.2131,57.84,98.79,212.1503,1.657424,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,1,256,1,125,77,128,2.2191,57.68,98.54,211.9548,1.655897,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,2,256,"1,2",126,158,256,2.2279,114.91,98.96,212.1587,0.828745,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,2,256,"1,2",127,158,256,2.2103,115.82,100.62,214.3817,0.837428,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,2,256,"1,2",128,158,256,2.2331,114.64,100.39,213.9817,0.835866,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,2,256,"1,2",129,158,256,2.2289,114.86,98.54,211.6423,0.826728,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,2,256,"1,2",130,158,256,2.2143,115.61,98.39,211.7026,0.826963,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,4,256,"1,2,3,4",131,303,512,2.215,231.15,108.81,233.9238,0.456882,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
